"Förvärvsarbetande nattbefolkning 16- år by År, Delområde, Arbetsdelområde and Kön"

"År"	"Delområde"	"Arbetsdelområde"	"Kön"	Förvärvsarbetande nattbefolkning 16- år
"2007"	"Centrala staden"	"Universitetsområdet"	"Totalt"	941
"2007"	"Centrala staden"	"Tomteboområdet"	"Totalt"	25
"2007"	"Centrala staden"	"Holmsund"	"Totalt"	109
"2007"	"Centrala staden"	"Hörnefors"	"Totalt"	22
"2007"	"Centrala staden"	"Sävar"	"Totalt"	48
"2007"	"Centrala staden"	"Holmön"	"Totalt"	1
"2007"	"Centrala staden"	"Umeå östra landsbygd"	"Totalt"	..
"2007"	"Centrala staden"	"Uppgift saknas"	"Totalt"	4
"2007"	"Centrala staden"	"Ospecificerad arbetsplats"	"Totalt"	162
"2007"	"Centrala staden"	"Arbetsplatsen saknar NYKO"	"Totalt"	8
"2007"	"Centrala staden"	"Växlande arbetskraft"	"Totalt"	65
"2007"	"Centrala staden"	"Totalt"	"Totalt"	5265
"2007"	"Centrala staden"	"I20-området"	"Totalt"	..
"2007"	"Västerslätt"	"Berghem"	"Totalt"	4
"2007"	"Västerslätt"	"Haga/Sandbacka"	"Totalt"	20
"2007"	"Västerslätt"	"Centrala staden"	"Totalt"	251
"2007"	"Västerslätt"	"Västerslätt"	"Totalt"	105
"2007"	"Västerslätt"	"Ersboda/Ersmark"	"Totalt"	79
"2007"	"Västerslätt"	"Backen"	"Totalt"	124
"2007"	"Västerslätt"	"Umeå västra landsbygd"	"Totalt"	13
"2007"	"Västerslätt"	"Tavelsjö"	"Totalt"	0
"2007"	"Västerslätt"	"Teg"	"Totalt"	95
"2007"	"Västerslätt"	"Umeå södra landsbygd"	"Totalt"	3
"2007"	"Västerslätt"	"Östra stadsdelen"	"Totalt"	29
"2007"	"Västerslätt"	"Marieområdet"	"Totalt"	41
"2007"	"Västerslätt"	"Universitetsområdet"	"Totalt"	126
"2007"	"Västerslätt"	"Tomteboområdet"	"Totalt"	4
"2007"	"Västerslätt"	"Holmsund"	"Totalt"	14
"2007"	"Västerslätt"	"Hörnefors"	"Totalt"	1
"2007"	"Västerslätt"	"Sävar"	"Totalt"	6
"2007"	"Västerslätt"	"Holmön"	"Totalt"	0
"2007"	"Västerslätt"	"Umeå östra landsbygd"	"Totalt"	..
"2007"	"Västerslätt"	"Uppgift saknas"	"Totalt"	0
"2007"	"Västerslätt"	"Ospecificerad arbetsplats"	"Totalt"	22
"2007"	"Västerslätt"	"Arbetsplatsen saknar NYKO"	"Totalt"	2
"2007"	"Västerslätt"	"Växlande arbetskraft"	"Totalt"	6
"2007"	"Västerslätt"	"Totalt"	"Totalt"	945
"2007"	"Västerslätt"	"I20-området"	"Totalt"	..
"2007"	"Ersboda/Ersmark"	"Berghem"	"Totalt"	29
"2007"	"Ersboda/Ersmark"	"Haga/Sandbacka"	"Totalt"	116
"2007"	"Ersboda/Ersmark"	"Centrala staden"	"Totalt"	872
"2007"	"Ersboda/Ersmark"	"Västerslätt"	"Totalt"	176
"2007"	"Ersboda/Ersmark"	"Ersboda/Ersmark"	"Totalt"	818
"2007"	"Ersboda/Ersmark"	"Backen"	"Totalt"	300
"2007"	"Ersboda/Ersmark"	"Umeå västra landsbygd"	"Totalt"	31
"2007"	"Ersboda/Ersmark"	"Tavelsjö"	"Totalt"	11
"2007"	"Ersboda/Ersmark"	"Teg"	"Totalt"	451
"2007"	"Ersboda/Ersmark"	"Umeå södra landsbygd"	"Totalt"	22
"2007"	"Ersboda/Ersmark"	"Östra stadsdelen"	"Totalt"	151
"2007"	"Ersboda/Ersmark"	"Marieområdet"	"Totalt"	226
"2007"	"Ersboda/Ersmark"	"Universitetsområdet"	"Totalt"	684
"2007"	"Ersboda/Ersmark"	"Tomteboområdet"	"Totalt"	33
"2007"	"Ersboda/Ersmark"	"Holmsund"	"Totalt"	71
"2007"	"Ersboda/Ersmark"	"Hörnefors"	"Totalt"	15
"2007"	"Ersboda/Ersmark"	"Sävar"	"Totalt"	53
"2007"	"Ersboda/Ersmark"	"Holmön"	"Totalt"	0
"2007"	"Ersboda/Ersmark"	"Umeå östra landsbygd"	"Totalt"	..
"2007"	"Ersboda/Ersmark"	"Uppgift saknas"	"Totalt"	3
"2007"	"Ersboda/Ersmark"	"Ospecificerad arbetsplats"	"Totalt"	118
"2007"	"Ersboda/Ersmark"	"Arbetsplatsen saknar NYKO"	"Totalt"	2
"2007"	"Ersboda/Ersmark"	"Växlande arbetskraft"	"Totalt"	87
"2007"	"Ersboda/Ersmark"	"Totalt"	"Totalt"	4269
"2007"	"Ersboda/Ersmark"	"I20-området"	"Totalt"	..
"2007"	"Backen"	"Berghem"	"Totalt"	21
"2007"	"Backen"	"Haga/Sandbacka"	"Totalt"	78
"2007"	"Backen"	"Centrala staden"	"Totalt"	1053
"2007"	"Backen"	"Västerslätt"	"Totalt"	189
"2007"	"Backen"	"Ersboda/Ersmark"	"Totalt"	314
"2007"	"Backen"	"Backen"	"Totalt"	928
"2007"	"Backen"	"Umeå västra landsbygd"	"Totalt"	67
"2007"	"Backen"	"Tavelsjö"	"Totalt"	6
"2007"	"Backen"	"Teg"	"Totalt"	389
"2007"	"Backen"	"Umeå södra landsbygd"	"Totalt"	22
"2007"	"Backen"	"Östra stadsdelen"	"Totalt"	121
"2007"	"Backen"	"Marieområdet"	"Totalt"	89
"2007"	"Backen"	"Universitetsområdet"	"Totalt"	607
"2007"	"Backen"	"Tomteboområdet"	"Totalt"	14
"2007"	"Backen"	"Holmsund"	"Totalt"	53
"2007"	"Backen"	"Hörnefors"	"Totalt"	15
"2007"	"Backen"	"Sävar"	"Totalt"	33
"2007"	"Backen"	"Holmön"	"Totalt"	1
"2007"	"Backen"	"Umeå östra landsbygd"	"Totalt"	..
"2007"	"Backen"	"Uppgift saknas"	"Totalt"	2
"2007"	"Backen"	"Ospecificerad arbetsplats"	"Totalt"	133
"2007"	"Backen"	"Arbetsplatsen saknar NYKO"	"Totalt"	3
"2007"	"Backen"	"Växlande arbetskraft"	"Totalt"	57
"2007"	"Backen"	"Totalt"	"Totalt"	4195
"2007"	"Backen"	"I20-området"	"Totalt"	..
"2007"	"Umeå västra landsbygd"	"Berghem"	"Totalt"	5
"2007"	"Umeå västra landsbygd"	"Haga/Sandbacka"	"Totalt"	27
"2007"	"Umeå västra landsbygd"	"Centrala staden"	"Totalt"	331
"2007"	"Umeå västra landsbygd"	"Västerslätt"	"Totalt"	66
"2007"	"Umeå västra landsbygd"	"Ersboda/Ersmark"	"Totalt"	114
"2007"	"Umeå västra landsbygd"	"Backen"	"Totalt"	186
"2007"	"Umeå västra landsbygd"	"Umeå västra landsbygd"	"Totalt"	268
"2007"	"Umeå västra landsbygd"	"Tavelsjö"	"Totalt"	12
"2007"	"Umeå västra landsbygd"	"Teg"	"Totalt"	178
"2007"	"Umeå västra landsbygd"	"Umeå södra landsbygd"	"Totalt"	9
"2007"	"Umeå västra landsbygd"	"Östra stadsdelen"	"Totalt"	57
"2007"	"Umeå västra landsbygd"	"Marieområdet"	"Totalt"	52
"2007"	"Umeå västra landsbygd"	"Universitetsområdet"	"Totalt"	242
"2007"	"Umeå västra landsbygd"	"Tomteboområdet"	"Totalt"	2
"2007"	"Umeå västra landsbygd"	"Holmsund"	"Totalt"	26
"2007"	"Umeå västra landsbygd"	"Hörnefors"	"Totalt"	1
"2007"	"Umeå västra landsbygd"	"Sävar"	"Totalt"	15
"2007"	"Umeå västra landsbygd"	"Holmön"	"Totalt"	0
"2007"	"Umeå västra landsbygd"	"Umeå östra landsbygd"	"Totalt"	..
"2007"	"Umeå västra landsbygd"	"Uppgift saknas"	"Totalt"	1
"2007"	"Umeå västra landsbygd"	"Ospecificerad arbetsplats"	"Totalt"	41
"2007"	"Umeå västra landsbygd"	"Arbetsplatsen saknar NYKO"	"Totalt"	0
"2007"	"Umeå västra landsbygd"	"Växlande arbetskraft"	"Totalt"	22
"2007"	"Umeå västra landsbygd"	"Totalt"	"Totalt"	1655
"2007"	"Umeå västra landsbygd"	"I20-området"	"Totalt"	..
"2007"	"Tavelsjö"	"Berghem"	"Totalt"	7
"2007"	"Tavelsjö"	"Haga/Sandbacka"	"Totalt"	26
"2007"	"Tavelsjö"	"Centrala staden"	"Totalt"	178
"2007"	"Tavelsjö"	"Västerslätt"	"Totalt"	46
"2007"	"Tavelsjö"	"Ersboda/Ersmark"	"Totalt"	87
"2007"	"Tavelsjö"	"Backen"	"Totalt"	111
"2007"	"Tavelsjö"	"Umeå västra landsbygd"	"Totalt"	26
"2007"	"Tavelsjö"	"Tavelsjö"	"Totalt"	194
"2007"	"Tavelsjö"	"Teg"	"Totalt"	127
"2007"	"Tavelsjö"	"Umeå södra landsbygd"	"Totalt"	8
"2007"	"Tavelsjö"	"Östra stadsdelen"	"Totalt"	35
"2007"	"Tavelsjö"	"Marieområdet"	"Totalt"	29
"2007"	"Tavelsjö"	"Universitetsområdet"	"Totalt"	121
"2007"	"Tavelsjö"	"Tomteboområdet"	"Totalt"	4
"2007"	"Tavelsjö"	"Holmsund"	"Totalt"	12
"2007"	"Tavelsjö"	"Hörnefors"	"Totalt"	2
"2007"	"Tavelsjö"	"Sävar"	"Totalt"	9
"2007"	"Tavelsjö"	"Holmön"	"Totalt"	0
"2007"	"Tavelsjö"	"Umeå östra landsbygd"	"Totalt"	..
"2007"	"Tavelsjö"	"Uppgift saknas"	"Totalt"	0
"2007"	"Tavelsjö"	"Ospecificerad arbetsplats"	"Totalt"	36
"2007"	"Tavelsjö"	"Arbetsplatsen saknar NYKO"	"Totalt"	0
"2007"	"Tavelsjö"	"Växlande arbetskraft"	"Totalt"	15
"2007"	"Tavelsjö"	"Totalt"	"Totalt"	1073
"2007"	"Tavelsjö"	"I20-området"	"Totalt"	..
"2007"	"Teg"	"Berghem"	"Totalt"	31
"2007"	"Teg"	"Haga/Sandbacka"	"Totalt"	85
"2007"	"Teg"	"Centrala staden"	"Totalt"	1495
"2007"	"Teg"	"Västerslätt"	"Totalt"	211
"2007"	"Teg"	"Ersboda/Ersmark"	"Totalt"	377
"2007"	"Teg"	"Backen"	"Totalt"	316
"2007"	"Teg"	"Umeå västra landsbygd"	"Totalt"	47
"2007"	"Teg"	"Tavelsjö"	"Totalt"	7
"2007"	"Teg"	"Teg"	"Totalt"	1675
"2007"	"Teg"	"Umeå södra landsbygd"	"Totalt"	41
"2007"	"Teg"	"Östra stadsdelen"	"Totalt"	174
"2007"	"Teg"	"Marieområdet"	"Totalt"	152
"2007"	"Teg"	"Universitetsområdet"	"Totalt"	791
"2007"	"Teg"	"Tomteboområdet"	"Totalt"	29
"2007"	"Teg"	"Holmsund"	"Totalt"	107
"2007"	"Teg"	"Hörnefors"	"Totalt"	29
"2007"	"Teg"	"Sävar"	"Totalt"	30
"2007"	"Teg"	"Holmön"	"Totalt"	0
"2007"	"Teg"	"Umeå östra landsbygd"	"Totalt"	..
"2007"	"Teg"	"Uppgift saknas"	"Totalt"	2
"2007"	"Teg"	"Ospecificerad arbetsplats"	"Totalt"	148
"2007"	"Teg"	"Arbetsplatsen saknar NYKO"	"Totalt"	7
"2007"	"Teg"	"Växlande arbetskraft"	"Totalt"	70
"2007"	"Teg"	"Totalt"	"Totalt"	5824
"2007"	"Teg"	"I20-området"	"Totalt"	..
"2007"	"Umeå södra landsbygd"	"Berghem"	"Totalt"	5
"2007"	"Umeå södra landsbygd"	"Haga/Sandbacka"	"Totalt"	42
"2007"	"Umeå södra landsbygd"	"Centrala staden"	"Totalt"	375
"2007"	"Umeå södra landsbygd"	"Västerslätt"	"Totalt"	84
"2007"	"Umeå södra landsbygd"	"Ersboda/Ersmark"	"Totalt"	129
"2007"	"Umeå södra landsbygd"	"Backen"	"Totalt"	159
"2007"	"Umeå södra landsbygd"	"Umeå västra landsbygd"	"Totalt"	16
"2007"	"Umeå södra landsbygd"	"Tavelsjö"	"Totalt"	4
"2007"	"Umeå södra landsbygd"	"Teg"	"Totalt"	398
"2007"	"Umeå södra landsbygd"	"Umeå södra landsbygd"	"Totalt"	262
"2007"	"Umeå södra landsbygd"	"Östra stadsdelen"	"Totalt"	70
"2007"	"Umeå södra landsbygd"	"Marieområdet"	"Totalt"	58
"2007"	"Umeå södra landsbygd"	"Universitetsområdet"	"Totalt"	311
"2007"	"Umeå södra landsbygd"	"Tomteboområdet"	"Totalt"	4
"2007"	"Umeå södra landsbygd"	"Holmsund"	"Totalt"	41
"2007"	"Umeå södra landsbygd"	"Hörnefors"	"Totalt"	16
"2007"	"Umeå södra landsbygd"	"Sävar"	"Totalt"	7
"2007"	"Umeå södra landsbygd"	"Holmön"	"Totalt"	0
"2007"	"Umeå södra landsbygd"	"Umeå östra landsbygd"	"Totalt"	..
"2007"	"Umeå södra landsbygd"	"Uppgift saknas"	"Totalt"	3
"2007"	"Umeå södra landsbygd"	"Ospecificerad arbetsplats"	"Totalt"	51
"2007"	"Umeå södra landsbygd"	"Arbetsplatsen saknar NYKO"	"Totalt"	2
"2007"	"Umeå södra landsbygd"	"Växlande arbetskraft"	"Totalt"	14
"2007"	"Umeå södra landsbygd"	"Totalt"	"Totalt"	2051
"2007"	"Umeå södra landsbygd"	"I20-området"	"Totalt"	..
"2007"	"Östra stadsdelen"	"Berghem"	"Totalt"	46
"2007"	"Östra stadsdelen"	"Haga/Sandbacka"	"Totalt"	100
"2007"	"Östra stadsdelen"	"Centrala staden"	"Totalt"	1012
"2007"	"Östra stadsdelen"	"Västerslätt"	"Totalt"	96
"2007"	"Östra stadsdelen"	"Ersboda/Ersmark"	"Totalt"	318
"2007"	"Östra stadsdelen"	"Backen"	"Totalt"	224
"2007"	"Östra stadsdelen"	"Umeå västra landsbygd"	"Totalt"	26
"2007"	"Östra stadsdelen"	"Tavelsjö"	"Totalt"	7
"2007"	"Östra stadsdelen"	"Teg"	"Totalt"	403
"2007"	"Östra stadsdelen"	"Umeå södra landsbygd"	"Totalt"	19
"2007"	"Östra stadsdelen"	"Östra stadsdelen"	"Totalt"	524
"2007"	"Östra stadsdelen"	"Marieområdet"	"Totalt"	108
"2007"	"Östra stadsdelen"	"Universitetsområdet"	"Totalt"	1468
"2007"	"Östra stadsdelen"	"Tomteboområdet"	"Totalt"	71
"2007"	"Östra stadsdelen"	"Holmsund"	"Totalt"	83
"2007"	"Östra stadsdelen"	"Hörnefors"	"Totalt"	14
"2007"	"Östra stadsdelen"	"Sävar"	"Totalt"	35
"2007"	"Östra stadsdelen"	"Holmön"	"Totalt"	0
"2007"	"Östra stadsdelen"	"Umeå östra landsbygd"	"Totalt"	..
"2007"	"Östra stadsdelen"	"Uppgift saknas"	"Totalt"	5
"2007"	"Östra stadsdelen"	"Ospecificerad arbetsplats"	"Totalt"	211
"2007"	"Östra stadsdelen"	"Arbetsplatsen saknar NYKO"	"Totalt"	5
"2007"	"Östra stadsdelen"	"Växlande arbetskraft"	"Totalt"	73
"2007"	"Östra stadsdelen"	"Totalt"	"Totalt"	4848
"2007"	"Östra stadsdelen"	"I20-området"	"Totalt"	..
"2007"	"Marieområdet"	"Berghem"	"Totalt"	44
"2007"	"Marieområdet"	"Haga/Sandbacka"	"Totalt"	98
"2007"	"Marieområdet"	"Centrala staden"	"Totalt"	734
"2007"	"Marieområdet"	"Västerslätt"	"Totalt"	91
"2007"	"Marieområdet"	"Ersboda/Ersmark"	"Totalt"	374
"2007"	"Marieområdet"	"Backen"	"Totalt"	178
"2007"	"Marieområdet"	"Umeå västra landsbygd"	"Totalt"	21
"2007"	"Marieområdet"	"Tavelsjö"	"Totalt"	11
"2007"	"Marieområdet"	"Teg"	"Totalt"	266
"2007"	"Marieområdet"	"Umeå södra landsbygd"	"Totalt"	10
"2007"	"Marieområdet"	"Östra stadsdelen"	"Totalt"	113
"2007"	"Marieområdet"	"Marieområdet"	"Totalt"	368
"2007"	"Marieområdet"	"Universitetsområdet"	"Totalt"	864
"2007"	"Marieområdet"	"Tomteboområdet"	"Totalt"	22
"2007"	"Marieområdet"	"Holmsund"	"Totalt"	75
"2007"	"Marieområdet"	"Hörnefors"	"Totalt"	8
"2007"	"Marieområdet"	"Sävar"	"Totalt"	54
"2007"	"Marieområdet"	"Holmön"	"Totalt"	0
"2007"	"Marieområdet"	"Umeå östra landsbygd"	"Totalt"	..
"2007"	"Marieområdet"	"Uppgift saknas"	"Totalt"	2
"2007"	"Marieområdet"	"Ospecificerad arbetsplats"	"Totalt"	107
"2007"	"Marieområdet"	"Arbetsplatsen saknar NYKO"	"Totalt"	1
"2007"	"Marieområdet"	"Växlande arbetskraft"	"Totalt"	53
"2007"	"Marieområdet"	"Totalt"	"Totalt"	3494
"2007"	"Marieområdet"	"I20-området"	"Totalt"	..
"2007"	"Universitetsområde"	"Berghem"	"Totalt"	9
"2007"	"Universitetsområde"	"Haga/Sandbacka"	"Totalt"	21
"2007"	"Universitetsområde"	"Centrala staden"	"Totalt"	176
"2007"	"Universitetsområde"	"Västerslätt"	"Totalt"	12
"2007"	"Universitetsområde"	"Ersboda/Ersmark"	"Totalt"	62
"2007"	"Universitetsområde"	"Backen"	"Totalt"	30
"2007"	"Universitetsområde"	"Umeå västra landsbygd"	"Totalt"	0
"2007"	"Universitetsområde"	"Tavelsjö"	"Totalt"	5
"2007"	"Universitetsområde"	"Teg"	"Totalt"	61
"2007"	"Universitetsområde"	"Umeå södra landsbygd"	"Totalt"	6
"2007"	"Universitetsområde"	"Östra stadsdelen"	"Totalt"	48
"2007"	"Universitetsområde"	"Marieområdet"	"Totalt"	38
"2007"	"Universitetsområde"	"Universitetsområdet"	"Totalt"	164
"2007"	"Universitetsområde"	"Tomteboområdet"	"Totalt"	10
"2007"	"Universitetsområde"	"Holmsund"	"Totalt"	7
"2007"	"Universitetsområde"	"Hörnefors"	"Totalt"	6
"2007"	"Universitetsområde"	"Sävar"	"Totalt"	5
"2007"	"Universitetsområde"	"Holmön"	"Totalt"	0
"2007"	"Universitetsområde"	"Umeå östra landsbygd"	"Totalt"	..
"2007"	"Universitetsområde"	"Uppgift saknas"	"Totalt"	0
"2007"	"Universitetsområde"	"Ospecificerad arbetsplats"	"Totalt"	55
"2007"	"Universitetsområde"	"Arbetsplatsen saknar NYKO"	"Totalt"	0
"2007"	"Universitetsområde"	"Växlande arbetskraft"	"Totalt"	14
"2007"	"Universitetsområde"	"Totalt"	"Totalt"	729
"2007"	"Universitetsområde"	"I20-området"	"Totalt"	..
"2007"	"Tomteboområdet"	"Berghem"	"Totalt"	14
"2007"	"Tomteboområdet"	"Haga/Sandbacka"	"Totalt"	33
"2007"	"Tomteboområdet"	"Centrala staden"	"Totalt"	412
"2007"	"Tomteboområdet"	"Västerslätt"	"Totalt"	49
"2007"	"Tomteboområdet"	"Ersboda/Ersmark"	"Totalt"	180
"2007"	"Tomteboområdet"	"Backen"	"Totalt"	121
"2007"	"Tomteboområdet"	"Umeå västra landsbygd"	"Totalt"	16
"2007"	"Tomteboområdet"	"Tavelsjö"	"Totalt"	3
"2007"	"Tomteboområdet"	"Teg"	"Totalt"	226
"2007"	"Tomteboområdet"	"Umeå södra landsbygd"	"Totalt"	7
"2007"	"Tomteboområdet"	"Östra stadsdelen"	"Totalt"	156
"2007"	"Tomteboområdet"	"Marieområdet"	"Totalt"	77
"2007"	"Tomteboområdet"	"Universitetsområdet"	"Totalt"	691
"2007"	"Tomteboområdet"	"Tomteboområdet"	"Totalt"	149
"2007"	"Tomteboområdet"	"Holmsund"	"Totalt"	47
"2007"	"Tomteboområdet"	"Hörnefors"	"Totalt"	8
"2007"	"Tomteboområdet"	"Sävar"	"Totalt"	40
"2007"	"Tomteboområdet"	"Holmön"	"Totalt"	0
"2007"	"Tomteboområdet"	"Umeå östra landsbygd"	"Totalt"	..
"2007"	"Tomteboområdet"	"Uppgift saknas"	"Totalt"	1
"2007"	"Tomteboområdet"	"Ospecificerad arbetsplats"	"Totalt"	67
"2007"	"Tomteboområdet"	"Arbetsplatsen saknar NYKO"	"Totalt"	1
"2007"	"Tomteboområdet"	"Växlande arbetskraft"	"Totalt"	25
"2007"	"Tomteboområdet"	"Totalt"	"Totalt"	2323
"2007"	"Tomteboområdet"	"I20-området"	"Totalt"	..
"2007"	"Holmsund"	"Berghem"	"Totalt"	20
"2007"	"Holmsund"	"Haga/Sandbacka"	"Totalt"	56
"2007"	"Holmsund"	"Centrala staden"	"Totalt"	661
"2007"	"Holmsund"	"Västerslätt"	"Totalt"	115
"2007"	"Holmsund"	"Ersboda/Ersmark"	"Totalt"	217
"2007"	"Holmsund"	"Backen"	"Totalt"	155
"2007"	"Holmsund"	"Umeå västra landsbygd"	"Totalt"	20
"2007"	"Holmsund"	"Tavelsjö"	"Totalt"	9
"2007"	"Holmsund"	"Teg"	"Totalt"	431
"2007"	"Holmsund"	"Umeå södra landsbygd"	"Totalt"	29
"2007"	"Holmsund"	"Östra stadsdelen"	"Totalt"	175
"2007"	"Holmsund"	"Marieområdet"	"Totalt"	93
"2007"	"Holmsund"	"Universitetsområdet"	"Totalt"	620
"2007"	"Holmsund"	"Tomteboområdet"	"Totalt"	9
"2007"	"Holmsund"	"Holmsund"	"Totalt"	1269
"2007"	"Holmsund"	"Hörnefors"	"Totalt"	4
"2007"	"Holmsund"	"Sävar"	"Totalt"	13
"2007"	"Holmsund"	"Holmön"	"Totalt"	0
"2007"	"Holmsund"	"Umeå östra landsbygd"	"Totalt"	..
"2007"	"Holmsund"	"Uppgift saknas"	"Totalt"	0
"2007"	"Holmsund"	"Ospecificerad arbetsplats"	"Totalt"	100
"2007"	"Holmsund"	"Arbetsplatsen saknar NYKO"	"Totalt"	2
"2007"	"Holmsund"	"Växlande arbetskraft"	"Totalt"	39
"2007"	"Holmsund"	"Totalt"	"Totalt"	4037
"2007"	"Holmsund"	"I20-området"	"Totalt"	..
"2007"	"Hörnefors"	"Berghem"	"Totalt"	6
"2007"	"Hörnefors"	"Haga/Sandbacka"	"Totalt"	39
"2007"	"Hörnefors"	"Centrala staden"	"Totalt"	302
"2007"	"Hörnefors"	"Västerslätt"	"Totalt"	78
"2007"	"Hörnefors"	"Ersboda/Ersmark"	"Totalt"	105
"2007"	"Hörnefors"	"Backen"	"Totalt"	112
"2007"	"Hörnefors"	"Umeå västra landsbygd"	"Totalt"	6
"2007"	"Hörnefors"	"Tavelsjö"	"Totalt"	2
"2007"	"Hörnefors"	"Teg"	"Totalt"	324
"2007"	"Hörnefors"	"Umeå södra landsbygd"	"Totalt"	23
"2007"	"Hörnefors"	"Östra stadsdelen"	"Totalt"	65
"2007"	"Hörnefors"	"Marieområdet"	"Totalt"	49
"2007"	"Hörnefors"	"Universitetsområdet"	"Totalt"	266
"2007"	"Hörnefors"	"Tomteboområdet"	"Totalt"	5
"2007"	"Hörnefors"	"Holmsund"	"Totalt"	39
"2007"	"Hörnefors"	"Hörnefors"	"Totalt"	438
"2007"	"Hörnefors"	"Sävar"	"Totalt"	26
"2007"	"Hörnefors"	"Holmön"	"Totalt"	1
"2007"	"Hörnefors"	"Umeå östra landsbygd"	"Totalt"	..
"2007"	"Hörnefors"	"Uppgift saknas"	"Totalt"	0
"2007"	"Hörnefors"	"Ospecificerad arbetsplats"	"Totalt"	65
"2007"	"Hörnefors"	"Arbetsplatsen saknar NYKO"	"Totalt"	0
"2007"	"Hörnefors"	"Växlande arbetskraft"	"Totalt"	6
"2007"	"Hörnefors"	"Totalt"	"Totalt"	1957
"2007"	"Hörnefors"	"I20-området"	"Totalt"	..
"2007"	"Sävar"	"Berghem"	"Totalt"	17
"2007"	"Sävar"	"Haga/Sandbacka"	"Totalt"	59
"2007"	"Sävar"	"Centrala staden"	"Totalt"	490
"2007"	"Sävar"	"Västerslätt"	"Totalt"	97
"2007"	"Sävar"	"Ersboda/Ersmark"	"Totalt"	229
"2007"	"Sävar"	"Backen"	"Totalt"	174
"2007"	"Sävar"	"Umeå västra landsbygd"	"Totalt"	25
"2007"	"Sävar"	"Tavelsjö"	"Totalt"	3
"2007"	"Sävar"	"Teg"	"Totalt"	282
"2007"	"Sävar"	"Umeå södra landsbygd"	"Totalt"	8
"2007"	"Sävar"	"Östra stadsdelen"	"Totalt"	99
"2007"	"Sävar"	"Marieområdet"	"Totalt"	120
"2007"	"Sävar"	"Universitetsområdet"	"Totalt"	431
"2007"	"Sävar"	"Tomteboområdet"	"Totalt"	19
"2007"	"Sävar"	"Holmsund"	"Totalt"	43
"2007"	"Sävar"	"Hörnefors"	"Totalt"	4
"2007"	"Sävar"	"Sävar"	"Totalt"	755
"2007"	"Sävar"	"Holmön"	"Totalt"	0
"2007"	"Sävar"	"Umeå östra landsbygd"	"Totalt"	..
"2007"	"Sävar"	"Uppgift saknas"	"Totalt"	2
"2007"	"Sävar"	"Ospecificerad arbetsplats"	"Totalt"	89
"2007"	"Sävar"	"Arbetsplatsen saknar NYKO"	"Totalt"	2
"2007"	"Sävar"	"Växlande arbetskraft"	"Totalt"	20
"2007"	"Sävar"	"Totalt"	"Totalt"	2968
"2007"	"Sävar"	"I20-området"	"Totalt"	..
"2007"	"Holmön"	"Berghem"	"Totalt"	0
"2007"	"Holmön"	"Haga/Sandbacka"	"Totalt"	0
"2007"	"Holmön"	"Centrala staden"	"Totalt"	3
"2007"	"Holmön"	"Västerslätt"	"Totalt"	1
"2007"	"Holmön"	"Ersboda/Ersmark"	"Totalt"	0
"2007"	"Holmön"	"Backen"	"Totalt"	1
"2007"	"Holmön"	"Umeå västra landsbygd"	"Totalt"	0
"2007"	"Holmön"	"Tavelsjö"	"Totalt"	0
"2007"	"Holmön"	"Teg"	"Totalt"	1
"2007"	"Holmön"	"Umeå södra landsbygd"	"Totalt"	0
"2007"	"Holmön"	"Östra stadsdelen"	"Totalt"	2
"2007"	"Holmön"	"Marieområdet"	"Totalt"	0
"2007"	"Holmön"	"Universitetsområdet"	"Totalt"	1
"2007"	"Holmön"	"Tomteboområdet"	"Totalt"	0
"2007"	"Holmön"	"Holmsund"	"Totalt"	1
"2007"	"Holmön"	"Hörnefors"	"Totalt"	0
"2007"	"Holmön"	"Sävar"	"Totalt"	2
"2007"	"Holmön"	"Holmön"	"Totalt"	12
"2007"	"Holmön"	"Umeå östra landsbygd"	"Totalt"	..
"2007"	"Holmön"	"Uppgift saknas"	"Totalt"	0
"2007"	"Holmön"	"Ospecificerad arbetsplats"	"Totalt"	1
"2007"	"Holmön"	"Arbetsplatsen saknar NYKO"	"Totalt"	0
"2007"	"Holmön"	"Växlande arbetskraft"	"Totalt"	0
"2007"	"Holmön"	"Totalt"	"Totalt"	25
"2007"	"Holmön"	"I20-området"	"Totalt"	..
"2007"	"Umeå östra landsbygd"	"Berghem"	"Totalt"	..
"2007"	"Umeå östra landsbygd"	"Haga/Sandbacka"	"Totalt"	..
"2007"	"Umeå östra landsbygd"	"Centrala staden"	"Totalt"	..
"2007"	"Umeå östra landsbygd"	"Västerslätt"	"Totalt"	..
"2007"	"Umeå östra landsbygd"	"Ersboda/Ersmark"	"Totalt"	..
"2007"	"Umeå östra landsbygd"	"Backen"	"Totalt"	..
"2007"	"Umeå östra landsbygd"	"Umeå västra landsbygd"	"Totalt"	..
"2007"	"Umeå östra landsbygd"	"Tavelsjö"	"Totalt"	..
"2007"	"Umeå östra landsbygd"	"Teg"	"Totalt"	..
"2007"	"Umeå östra landsbygd"	"Umeå södra landsbygd"	"Totalt"	..
"2007"	"Umeå östra landsbygd"	"Östra stadsdelen"	"Totalt"	..
"2007"	"Umeå östra landsbygd"	"Marieområdet"	"Totalt"	..
"2007"	"Umeå östra landsbygd"	"Universitetsområdet"	"Totalt"	..
"2007"	"Umeå östra landsbygd"	"Tomteboområdet"	"Totalt"	..
"2007"	"Umeå östra landsbygd"	"Holmsund"	"Totalt"	..
