"Förvärvsarbetande nattbefolkning 16- år by År, Delområde, Arbetsdelområde and Kön"

"År"	"Delområde"	"Arbetsdelområde"	"Kön"	Förvärvsarbetande nattbefolkning 16- år
"2020"	"Ersboda/Ersmark"	"Umeå södra landsbygd"	"Totalt"	11
"2020"	"Ersboda/Ersmark"	"Östra stadsdelen"	"Totalt"	168
"2020"	"Ersboda/Ersmark"	"Marieområdet"	"Totalt"	228
"2020"	"Ersboda/Ersmark"	"Universitetsområdet"	"Totalt"	626
"2020"	"Ersboda/Ersmark"	"Tomteboområdet"	"Totalt"	30
"2020"	"Ersboda/Ersmark"	"Holmsund"	"Totalt"	40
"2020"	"Ersboda/Ersmark"	"Hörnefors"	"Totalt"	5
"2020"	"Ersboda/Ersmark"	"Sävar"	"Totalt"	46
"2020"	"Ersboda/Ersmark"	"Holmön"	"Totalt"	0
"2020"	"Ersboda/Ersmark"	"Umeå östra landsbygd"	"Totalt"	10
"2020"	"Ersboda/Ersmark"	"Uppgift saknas"	"Totalt"	0
"2020"	"Ersboda/Ersmark"	"Ospecificerad arbetsplats"	"Totalt"	159
"2020"	"Ersboda/Ersmark"	"Arbetsplatsen saknar NYKO"	"Totalt"	3
"2020"	"Ersboda/Ersmark"	"Växlande arbetskraft"	"Totalt"	198
"2020"	"Ersboda/Ersmark"	"Totalt"	"Totalt"	4384
"2020"	"Ersboda/Ersmark"	"I20-området"	"Totalt"	183
"2020"	"Backen"	"Berghem"	"Totalt"	33
"2020"	"Backen"	"Haga/Sandbacka"	"Totalt"	82
"2020"	"Backen"	"Centrala staden"	"Totalt"	1695
"2020"	"Backen"	"Västerslätt"	"Totalt"	503
"2020"	"Backen"	"Ersboda/Ersmark"	"Totalt"	288
"2020"	"Backen"	"Backen"	"Totalt"	907
"2020"	"Backen"	"Umeå västra landsbygd"	"Totalt"	82
"2020"	"Backen"	"Tavelsjö"	"Totalt"	13
"2020"	"Backen"	"Teg"	"Totalt"	536
"2020"	"Backen"	"Umeå södra landsbygd"	"Totalt"	28
"2020"	"Backen"	"Östra stadsdelen"	"Totalt"	187
"2020"	"Backen"	"Marieområdet"	"Totalt"	128
"2020"	"Backen"	"Universitetsområdet"	"Totalt"	729
"2020"	"Backen"	"Tomteboområdet"	"Totalt"	25
"2020"	"Backen"	"Holmsund"	"Totalt"	54
"2020"	"Backen"	"Hörnefors"	"Totalt"	12
"2020"	"Backen"	"Sävar"	"Totalt"	33
"2020"	"Backen"	"Holmön"	"Totalt"	0
"2020"	"Backen"	"Umeå östra landsbygd"	"Totalt"	7
"2020"	"Backen"	"Uppgift saknas"	"Totalt"	0
"2020"	"Backen"	"Ospecificerad arbetsplats"	"Totalt"	165
"2020"	"Backen"	"Arbetsplatsen saknar NYKO"	"Totalt"	3
"2020"	"Backen"	"Växlande arbetskraft"	"Totalt"	151
"2020"	"Backen"	"Totalt"	"Totalt"	5875
"2020"	"Backen"	"I20-området"	"Totalt"	214
"2020"	"Umeå västra landsbygd"	"Berghem"	"Totalt"	9
"2020"	"Umeå västra landsbygd"	"Haga/Sandbacka"	"Totalt"	23
"2020"	"Umeå västra landsbygd"	"Centrala staden"	"Totalt"	344
"2020"	"Umeå västra landsbygd"	"Västerslätt"	"Totalt"	196
"2020"	"Umeå västra landsbygd"	"Ersboda/Ersmark"	"Totalt"	108
"2020"	"Umeå västra landsbygd"	"Backen"	"Totalt"	90
"2020"	"Umeå västra landsbygd"	"Umeå västra landsbygd"	"Totalt"	343
"2020"	"Umeå västra landsbygd"	"Tavelsjö"	"Totalt"	10
"2020"	"Umeå västra landsbygd"	"Teg"	"Totalt"	196
"2020"	"Umeå västra landsbygd"	"Umeå södra landsbygd"	"Totalt"	10
"2020"	"Umeå västra landsbygd"	"Östra stadsdelen"	"Totalt"	60
"2020"	"Umeå västra landsbygd"	"Marieområdet"	"Totalt"	66
"2020"	"Umeå västra landsbygd"	"Universitetsområdet"	"Totalt"	236
"2020"	"Umeå västra landsbygd"	"Tomteboområdet"	"Totalt"	7
"2020"	"Umeå västra landsbygd"	"Holmsund"	"Totalt"	17
"2020"	"Umeå västra landsbygd"	"Hörnefors"	"Totalt"	6
"2020"	"Umeå västra landsbygd"	"Sävar"	"Totalt"	14
"2020"	"Umeå västra landsbygd"	"Holmön"	"Totalt"	0
"2020"	"Umeå västra landsbygd"	"Umeå östra landsbygd"	"Totalt"	0
"2020"	"Umeå västra landsbygd"	"Uppgift saknas"	"Totalt"	0
"2020"	"Umeå västra landsbygd"	"Ospecificerad arbetsplats"	"Totalt"	47
"2020"	"Umeå västra landsbygd"	"Arbetsplatsen saknar NYKO"	"Totalt"	0
"2020"	"Umeå västra landsbygd"	"Växlande arbetskraft"	"Totalt"	29
"2020"	"Umeå västra landsbygd"	"Totalt"	"Totalt"	1884
"2020"	"Umeå västra landsbygd"	"I20-området"	"Totalt"	73
"2020"	"Tavelsjö"	"Berghem"	"Totalt"	4
"2020"	"Tavelsjö"	"Haga/Sandbacka"	"Totalt"	14
"2020"	"Tavelsjö"	"Centrala staden"	"Totalt"	203
"2020"	"Tavelsjö"	"Västerslätt"	"Totalt"	117
"2020"	"Tavelsjö"	"Ersboda/Ersmark"	"Totalt"	54
"2020"	"Tavelsjö"	"Backen"	"Totalt"	46
"2020"	"Tavelsjö"	"Umeå västra landsbygd"	"Totalt"	32
"2020"	"Tavelsjö"	"Tavelsjö"	"Totalt"	229
"2020"	"Tavelsjö"	"Teg"	"Totalt"	114
"2020"	"Tavelsjö"	"Umeå södra landsbygd"	"Totalt"	6
"2020"	"Tavelsjö"	"Östra stadsdelen"	"Totalt"	42
"2020"	"Tavelsjö"	"Marieområdet"	"Totalt"	29
"2020"	"Tavelsjö"	"Universitetsområdet"	"Totalt"	104
"2020"	"Tavelsjö"	"Tomteboområdet"	"Totalt"	2
"2020"	"Tavelsjö"	"Holmsund"	"Totalt"	8
"2020"	"Tavelsjö"	"Hörnefors"	"Totalt"	0
"2020"	"Tavelsjö"	"Sävar"	"Totalt"	8
"2020"	"Tavelsjö"	"Holmön"	"Totalt"	0
"2020"	"Tavelsjö"	"Umeå östra landsbygd"	"Totalt"	4
"2020"	"Tavelsjö"	"Uppgift saknas"	"Totalt"	0
"2020"	"Tavelsjö"	"Ospecificerad arbetsplats"	"Totalt"	26
"2020"	"Tavelsjö"	"Arbetsplatsen saknar NYKO"	"Totalt"	1
"2020"	"Tavelsjö"	"Växlande arbetskraft"	"Totalt"	18
"2020"	"Tavelsjö"	"Totalt"	"Totalt"	1098
"2020"	"Tavelsjö"	"I20-området"	"Totalt"	37
"2020"	"Teg"	"Berghem"	"Totalt"	24
"2020"	"Teg"	"Haga/Sandbacka"	"Totalt"	88
"2020"	"Teg"	"Centrala staden"	"Totalt"	1742
"2020"	"Teg"	"Västerslätt"	"Totalt"	425
"2020"	"Teg"	"Ersboda/Ersmark"	"Totalt"	295
"2020"	"Teg"	"Backen"	"Totalt"	206
"2020"	"Teg"	"Umeå västra landsbygd"	"Totalt"	51
"2020"	"Teg"	"Tavelsjö"	"Totalt"	3
"2020"	"Teg"	"Teg"	"Totalt"	1585
"2020"	"Teg"	"Umeå södra landsbygd"	"Totalt"	59
"2020"	"Teg"	"Östra stadsdelen"	"Totalt"	187
"2020"	"Teg"	"Marieområdet"	"Totalt"	164
"2020"	"Teg"	"Universitetsområdet"	"Totalt"	842
"2020"	"Teg"	"Tomteboområdet"	"Totalt"	28
"2020"	"Teg"	"Holmsund"	"Totalt"	97
"2020"	"Teg"	"Hörnefors"	"Totalt"	24
"2020"	"Teg"	"Sävar"	"Totalt"	28
"2020"	"Teg"	"Holmön"	"Totalt"	0
"2020"	"Teg"	"Umeå östra landsbygd"	"Totalt"	4
"2020"	"Teg"	"Uppgift saknas"	"Totalt"	0
"2020"	"Teg"	"Ospecificerad arbetsplats"	"Totalt"	179
"2020"	"Teg"	"Arbetsplatsen saknar NYKO"	"Totalt"	7
"2020"	"Teg"	"Växlande arbetskraft"	"Totalt"	144
"2020"	"Teg"	"Totalt"	"Totalt"	6396
"2020"	"Teg"	"I20-området"	"Totalt"	214
"2020"	"Umeå södra landsbygd"	"Berghem"	"Totalt"	10
"2020"	"Umeå södra landsbygd"	"Haga/Sandbacka"	"Totalt"	23
"2020"	"Umeå södra landsbygd"	"Centrala staden"	"Totalt"	519
"2020"	"Umeå södra landsbygd"	"Västerslätt"	"Totalt"	230
"2020"	"Umeå södra landsbygd"	"Ersboda/Ersmark"	"Totalt"	103
"2020"	"Umeå södra landsbygd"	"Backen"	"Totalt"	78
"2020"	"Umeå södra landsbygd"	"Umeå västra landsbygd"	"Totalt"	26
"2020"	"Umeå södra landsbygd"	"Tavelsjö"	"Totalt"	2
"2020"	"Umeå södra landsbygd"	"Teg"	"Totalt"	414
"2020"	"Umeå södra landsbygd"	"Umeå södra landsbygd"	"Totalt"	369
"2020"	"Umeå södra landsbygd"	"Östra stadsdelen"	"Totalt"	75
"2020"	"Umeå södra landsbygd"	"Marieområdet"	"Totalt"	78
"2020"	"Umeå södra landsbygd"	"Universitetsområdet"	"Totalt"	347
"2020"	"Umeå södra landsbygd"	"Tomteboområdet"	"Totalt"	5
"2020"	"Umeå södra landsbygd"	"Holmsund"	"Totalt"	43
"2020"	"Umeå södra landsbygd"	"Hörnefors"	"Totalt"	12
"2020"	"Umeå södra landsbygd"	"Sävar"	"Totalt"	14
"2020"	"Umeå södra landsbygd"	"Holmön"	"Totalt"	0
"2020"	"Umeå södra landsbygd"	"Umeå östra landsbygd"	"Totalt"	5
"2020"	"Umeå södra landsbygd"	"Uppgift saknas"	"Totalt"	0
"2020"	"Umeå södra landsbygd"	"Ospecificerad arbetsplats"	"Totalt"	82
"2020"	"Umeå södra landsbygd"	"Arbetsplatsen saknar NYKO"	"Totalt"	1
"2020"	"Umeå södra landsbygd"	"Växlande arbetskraft"	"Totalt"	32
"2020"	"Umeå södra landsbygd"	"Totalt"	"Totalt"	2559
"2020"	"Umeå södra landsbygd"	"I20-området"	"Totalt"	91
"2020"	"Östra stadsdelen"	"Berghem"	"Totalt"	37
"2020"	"Östra stadsdelen"	"Haga/Sandbacka"	"Totalt"	82
"2020"	"Östra stadsdelen"	"Centrala staden"	"Totalt"	1033
"2020"	"Östra stadsdelen"	"Västerslätt"	"Totalt"	191
"2020"	"Östra stadsdelen"	"Ersboda/Ersmark"	"Totalt"	256
"2020"	"Östra stadsdelen"	"Backen"	"Totalt"	142
"2020"	"Östra stadsdelen"	"Umeå västra landsbygd"	"Totalt"	24
"2020"	"Östra stadsdelen"	"Tavelsjö"	"Totalt"	1
"2020"	"Östra stadsdelen"	"Teg"	"Totalt"	388
"2020"	"Östra stadsdelen"	"Umeå södra landsbygd"	"Totalt"	12
"2020"	"Östra stadsdelen"	"Östra stadsdelen"	"Totalt"	605
"2020"	"Östra stadsdelen"	"Marieområdet"	"Totalt"	167
"2020"	"Östra stadsdelen"	"Universitetsområdet"	"Totalt"	1485
"2020"	"Östra stadsdelen"	"Tomteboområdet"	"Totalt"	64
"2020"	"Östra stadsdelen"	"Holmsund"	"Totalt"	70
"2020"	"Östra stadsdelen"	"Hörnefors"	"Totalt"	11
"2020"	"Östra stadsdelen"	"Sävar"	"Totalt"	31
"2020"	"Östra stadsdelen"	"Holmön"	"Totalt"	0
"2020"	"Östra stadsdelen"	"Umeå östra landsbygd"	"Totalt"	6
"2020"	"Östra stadsdelen"	"Uppgift saknas"	"Totalt"	0
"2020"	"Östra stadsdelen"	"Ospecificerad arbetsplats"	"Totalt"	273
"2020"	"Östra stadsdelen"	"Arbetsplatsen saknar NYKO"	"Totalt"	6
"2020"	"Östra stadsdelen"	"Växlande arbetskraft"	"Totalt"	239
"2020"	"Östra stadsdelen"	"Totalt"	"Totalt"	5281
"2020"	"Östra stadsdelen"	"I20-området"	"Totalt"	158
"2020"	"Marieområdet"	"Berghem"	"Totalt"	35
"2020"	"Marieområdet"	"Haga/Sandbacka"	"Totalt"	71
"2020"	"Marieområdet"	"Centrala staden"	"Totalt"	904
"2020"	"Marieområdet"	"Västerslätt"	"Totalt"	237
"2020"	"Marieområdet"	"Ersboda/Ersmark"	"Totalt"	333
"2020"	"Marieområdet"	"Backen"	"Totalt"	135
"2020"	"Marieområdet"	"Umeå västra landsbygd"	"Totalt"	39
"2020"	"Marieområdet"	"Tavelsjö"	"Totalt"	3
"2020"	"Marieområdet"	"Teg"	"Totalt"	308
"2020"	"Marieområdet"	"Umeå södra landsbygd"	"Totalt"	7
"2020"	"Marieområdet"	"Östra stadsdelen"	"Totalt"	154
"2020"	"Marieområdet"	"Marieområdet"	"Totalt"	428
"2020"	"Marieområdet"	"Universitetsområdet"	"Totalt"	946
"2020"	"Marieområdet"	"Tomteboområdet"	"Totalt"	38
"2020"	"Marieområdet"	"Holmsund"	"Totalt"	48
"2020"	"Marieområdet"	"Hörnefors"	"Totalt"	11
"2020"	"Marieområdet"	"Sävar"	"Totalt"	38
"2020"	"Marieområdet"	"Holmön"	"Totalt"	0
"2020"	"Marieområdet"	"Umeå östra landsbygd"	"Totalt"	7
"2020"	"Marieområdet"	"Uppgift saknas"	"Totalt"	0
"2020"	"Marieområdet"	"Ospecificerad arbetsplats"	"Totalt"	148
"2020"	"Marieområdet"	"Arbetsplatsen saknar NYKO"	"Totalt"	3
"2020"	"Marieområdet"	"Växlande arbetskraft"	"Totalt"	140
"2020"	"Marieområdet"	"Totalt"	"Totalt"	4171
"2020"	"Marieområdet"	"I20-området"	"Totalt"	138
"2020"	"Universitetsområde"	"Berghem"	"Totalt"	..
"2020"	"Universitetsområde"	"Haga/Sandbacka"	"Totalt"	..
"2020"	"Universitetsområde"	"Centrala staden"	"Totalt"	..
"2020"	"Universitetsområde"	"Västerslätt"	"Totalt"	..
"2020"	"Universitetsområde"	"Ersboda/Ersmark"	"Totalt"	..
"2020"	"Universitetsområde"	"Backen"	"Totalt"	..
"2020"	"Universitetsområde"	"Umeå västra landsbygd"	"Totalt"	..
"2020"	"Universitetsområde"	"Tavelsjö"	"Totalt"	..
"2020"	"Universitetsområde"	"Teg"	"Totalt"	..
"2020"	"Universitetsområde"	"Umeå södra landsbygd"	"Totalt"	..
"2020"	"Universitetsområde"	"Östra stadsdelen"	"Totalt"	..
"2020"	"Universitetsområde"	"Marieområdet"	"Totalt"	..
"2020"	"Universitetsområde"	"Universitetsområdet"	"Totalt"	..
"2020"	"Universitetsområde"	"Tomteboområdet"	"Totalt"	..
"2020"	"Universitetsområde"	"Holmsund"	"Totalt"	..
"2020"	"Universitetsområde"	"Hörnefors"	"Totalt"	..
"2020"	"Universitetsområde"	"Sävar"	"Totalt"	..
"2020"	"Universitetsområde"	"Holmön"	"Totalt"	..
"2020"	"Universitetsområde"	"Umeå östra landsbygd"	"Totalt"	..
"2020"	"Universitetsområde"	"Uppgift saknas"	"Totalt"	..
"2020"	"Universitetsområde"	"Ospecificerad arbetsplats"	"Totalt"	..
"2020"	"Universitetsområde"	"Arbetsplatsen saknar NYKO"	"Totalt"	..
"2020"	"Universitetsområde"	"Växlande arbetskraft"	"Totalt"	..
"2020"	"Universitetsområde"	"Totalt"	"Totalt"	..
"2020"	"Universitetsområde"	"I20-området"	"Totalt"	..
"2020"	"Tomteboområdet"	"Berghem"	"Totalt"	15
"2020"	"Tomteboområdet"	"Haga/Sandbacka"	"Totalt"	48
"2020"	"Tomteboområdet"	"Centrala staden"	"Totalt"	766
"2020"	"Tomteboområdet"	"Västerslätt"	"Totalt"	143
"2020"	"Tomteboområdet"	"Ersboda/Ersmark"	"Totalt"	161
"2020"	"Tomteboområdet"	"Backen"	"Totalt"	87
"2020"	"Tomteboområdet"	"Umeå västra landsbygd"	"Totalt"	21
"2020"	"Tomteboområdet"	"Tavelsjö"	"Totalt"	3
"2020"	"Tomteboområdet"	"Teg"	"Totalt"	238
"2020"	"Tomteboområdet"	"Umeå södra landsbygd"	"Totalt"	4
"2020"	"Tomteboområdet"	"Östra stadsdelen"	"Totalt"	216
"2020"	"Tomteboområdet"	"Marieområdet"	"Totalt"	106
"2020"	"Tomteboområdet"	"Universitetsområdet"	"Totalt"	997
"2020"	"Tomteboområdet"	"Tomteboområdet"	"Totalt"	211
"2020"	"Tomteboområdet"	"Holmsund"	"Totalt"	38
"2020"	"Tomteboområdet"	"Hörnefors"	"Totalt"	5
"2020"	"Tomteboområdet"	"Sävar"	"Totalt"	19
"2020"	"Tomteboområdet"	"Holmön"	"Totalt"	0
"2020"	"Tomteboområdet"	"Umeå östra landsbygd"	"Totalt"	9
"2020"	"Tomteboområdet"	"Uppgift saknas"	"Totalt"	0
"2020"	"Tomteboområdet"	"Ospecificerad arbetsplats"	"Totalt"	91
"2020"	"Tomteboområdet"	"Arbetsplatsen saknar NYKO"	"Totalt"	2
"2020"	"Tomteboområdet"	"Växlande arbetskraft"	"Totalt"	84
"2020"	"Tomteboområdet"	"Totalt"	"Totalt"	3393
"2020"	"Tomteboområdet"	"I20-området"	"Totalt"	129
"2020"	"Holmsund"	"Berghem"	"Totalt"	14
"2020"	"Holmsund"	"Haga/Sandbacka"	"Totalt"	49
"2020"	"Holmsund"	"Centrala staden"	"Totalt"	745
"2020"	"Holmsund"	"Västerslätt"	"Totalt"	240
"2020"	"Holmsund"	"Ersboda/Ersmark"	"Totalt"	187
"2020"	"Holmsund"	"Backen"	"Totalt"	79
"2020"	"Holmsund"	"Umeå västra landsbygd"	"Totalt"	29
"2020"	"Holmsund"	"Tavelsjö"	"Totalt"	2
"2020"	"Holmsund"	"Teg"	"Totalt"	433
"2020"	"Holmsund"	"Umeå södra landsbygd"	"Totalt"	20
"2020"	"Holmsund"	"Östra stadsdelen"	"Totalt"	151
"2020"	"Holmsund"	"Marieområdet"	"Totalt"	120
"2020"	"Holmsund"	"Universitetsområdet"	"Totalt"	656
"2020"	"Holmsund"	"Tomteboområdet"	"Totalt"	11
"2020"	"Holmsund"	"Holmsund"	"Totalt"	1069
"2020"	"Holmsund"	"Hörnefors"	"Totalt"	9
"2020"	"Holmsund"	"Sävar"	"Totalt"	22
"2020"	"Holmsund"	"Holmön"	"Totalt"	1
"2020"	"Holmsund"	"Umeå östra landsbygd"	"Totalt"	4
"2020"	"Holmsund"	"Uppgift saknas"	"Totalt"	0
"2020"	"Holmsund"	"Ospecificerad arbetsplats"	"Totalt"	120
"2020"	"Holmsund"	"Arbetsplatsen saknar NYKO"	"Totalt"	3
"2020"	"Holmsund"	"Växlande arbetskraft"	"Totalt"	109
"2020"	"Holmsund"	"Totalt"	"Totalt"	4193
"2020"	"Holmsund"	"I20-området"	"Totalt"	120
"2020"	"Hörnefors"	"Berghem"	"Totalt"	10
"2020"	"Hörnefors"	"Haga/Sandbacka"	"Totalt"	50
"2020"	"Hörnefors"	"Centrala staden"	"Totalt"	357
"2020"	"Hörnefors"	"Västerslätt"	"Totalt"	185
"2020"	"Hörnefors"	"Ersboda/Ersmark"	"Totalt"	73
"2020"	"Hörnefors"	"Backen"	"Totalt"	42
"2020"	"Hörnefors"	"Umeå västra landsbygd"	"Totalt"	12
"2020"	"Hörnefors"	"Tavelsjö"	"Totalt"	1
"2020"	"Hörnefors"	"Teg"	"Totalt"	276
"2020"	"Hörnefors"	"Umeå södra landsbygd"	"Totalt"	33
"2020"	"Hörnefors"	"Östra stadsdelen"	"Totalt"	73
"2020"	"Hörnefors"	"Marieområdet"	"Totalt"	61
"2020"	"Hörnefors"	"Universitetsområdet"	"Totalt"	257
"2020"	"Hörnefors"	"Tomteboområdet"	"Totalt"	5
"2020"	"Hörnefors"	"Holmsund"	"Totalt"	33
"2020"	"Hörnefors"	"Hörnefors"	"Totalt"	448
"2020"	"Hörnefors"	"Sävar"	"Totalt"	12
"2020"	"Hörnefors"	"Holmön"	"Totalt"	0
"2020"	"Hörnefors"	"Umeå östra landsbygd"	"Totalt"	3
"2020"	"Hörnefors"	"Uppgift saknas"	"Totalt"	0
"2020"	"Hörnefors"	"Ospecificerad arbetsplats"	"Totalt"	71
"2020"	"Hörnefors"	"Arbetsplatsen saknar NYKO"	"Totalt"	2
"2020"	"Hörnefors"	"Växlande arbetskraft"	"Totalt"	53
"2020"	"Hörnefors"	"Totalt"	"Totalt"	2122
"2020"	"Hörnefors"	"I20-området"	"Totalt"	65
"2020"	"Sävar"	"Berghem"	"Totalt"	10
"2020"	"Sävar"	"Haga/Sandbacka"	"Totalt"	42
"2020"	"Sävar"	"Centrala staden"	"Totalt"	587
"2020"	"Sävar"	"Västerslätt"	"Totalt"	267
"2020"	"Sävar"	"Ersboda/Ersmark"	"Totalt"	182
"2020"	"Sävar"	"Backen"	"Totalt"	85
"2020"	"Sävar"	"Umeå västra landsbygd"	"Totalt"	18
"2020"	"Sävar"	"Tavelsjö"	"Totalt"	6
"2020"	"Sävar"	"Teg"	"Totalt"	262
"2020"	"Sävar"	"Umeå södra landsbygd"	"Totalt"	13
"2020"	"Sävar"	"Östra stadsdelen"	"Totalt"	105
"2020"	"Sävar"	"Marieområdet"	"Totalt"	116
"2020"	"Sävar"	"Universitetsområdet"	"Totalt"	477
"2020"	"Sävar"	"Tomteboområdet"	"Totalt"	22
"2020"	"Sävar"	"Holmsund"	"Totalt"	23
"2020"	"Sävar"	"Hörnefors"	"Totalt"	1
"2020"	"Sävar"	"Sävar"	"Totalt"	732
"2020"	"Sävar"	"Holmön"	"Totalt"	1
"2020"	"Sävar"	"Umeå östra landsbygd"	"Totalt"	7
"2020"	"Sävar"	"Uppgift saknas"	"Totalt"	0
"2020"	"Sävar"	"Ospecificerad arbetsplats"	"Totalt"	85
"2020"	"Sävar"	"Arbetsplatsen saknar NYKO"	"Totalt"	3
"2020"	"Sävar"	"Växlande arbetskraft"	"Totalt"	74
"2020"	"Sävar"	"Totalt"	"Totalt"	3218
"2020"	"Sävar"	"I20-området"	"Totalt"	100
"2020"	"Holmön"	"Berghem"	"Totalt"	0
"2020"	"Holmön"	"Haga/Sandbacka"	"Totalt"	0
"2020"	"Holmön"	"Centrala staden"	"Totalt"	2
"2020"	"Holmön"	"Västerslätt"	"Totalt"	1
"2020"	"Holmön"	"Ersboda/Ersmark"	"Totalt"	1
"2020"	"Holmön"	"Backen"	"Totalt"	1
"2020"	"Holmön"	"Umeå västra landsbygd"	"Totalt"	1
"2020"	"Holmön"	"Tavelsjö"	"Totalt"	0
"2020"	"Holmön"	"Teg"	"Totalt"	2
"2020"	"Holmön"	"Umeå södra landsbygd"	"Totalt"	2
"2020"	"Holmön"	"Östra stadsdelen"	"Totalt"	0
"2020"	"Holmön"	"Marieområdet"	"Totalt"	0
"2020"	"Holmön"	"Universitetsområdet"	"Totalt"	3
"2020"	"Holmön"	"Tomteboområdet"	"Totalt"	0
"2020"	"Holmön"	"Holmsund"	"Totalt"	0
"2020"	"Holmön"	"Hörnefors"	"Totalt"	0
"2020"	"Holmön"	"Sävar"	"Totalt"	3
"2020"	"Holmön"	"Holmön"	"Totalt"	14
"2020"	"Holmön"	"Umeå östra landsbygd"	"Totalt"	0
"2020"	"Holmön"	"Uppgift saknas"	"Totalt"	0
"2020"	"Holmön"	"Ospecificerad arbetsplats"	"Totalt"	0
"2020"	"Holmön"	"Arbetsplatsen saknar NYKO"	"Totalt"	0
"2020"	"Holmön"	"Växlande arbetskraft"	"Totalt"	0
"2020"	"Holmön"	"Totalt"	"Totalt"	32
"2020"	"Holmön"	"I20-området"	"Totalt"	2
"2020"	"Umeå östra landsbygd"	"Berghem"	"Totalt"	4
"2020"	"Umeå östra landsbygd"	"Haga/Sandbacka"	"Totalt"	3
"2020"	"Umeå östra landsbygd"	"Centrala staden"	"Totalt"	155
"2020"	"Umeå östra landsbygd"	"Västerslätt"	"Totalt"	46
"2020"	"Umeå östra landsbygd"	"Ersboda/Ersmark"	"Totalt"	41
"2020"	"Umeå östra landsbygd"	"Backen"	"Totalt"	14
"2020"	"Umeå östra landsbygd"	"Umeå västra landsbygd"	"Totalt"	7
"2020"	"Umeå östra landsbygd"	"Tavelsjö"	"Totalt"	0
"2020"	"Umeå östra landsbygd"	"Teg"	"Totalt"	54
"2020"	"Umeå östra landsbygd"	"Umeå södra landsbygd"	"Totalt"	3
"2020"	"Umeå östra landsbygd"	"Östra stadsdelen"	"Totalt"	36
"2020"	"Umeå östra landsbygd"	"Marieområdet"	"Totalt"	20
"2020"	"Umeå östra landsbygd"	"Universitetsområdet"	"Totalt"	132
"2020"	"Umeå östra landsbygd"	"Tomteboområdet"	"Totalt"	14
"2020"	"Umeå östra landsbygd"	"Holmsund"	"Totalt"	20
"2020"	"Umeå östra landsbygd"	"Hörnefors"	"Totalt"	1
"2020"	"Umeå östra landsbygd"	"Sävar"	"Totalt"	9
"2020"	"Umeå östra landsbygd"	"Holmön"	"Totalt"	0
"2020"	"Umeå östra landsbygd"	"Umeå östra landsbygd"	"Totalt"	87
"2020"	"Umeå östra landsbygd"	"Uppgift saknas"	"Totalt"	0
"2020"	"Umeå östra landsbygd"	"Ospecificerad arbetsplats"	"Totalt"	11
"2020"	"Umeå östra landsbygd"	"Arbetsplatsen saknar NYKO"	"Totalt"	0
"2020"	"Umeå östra landsbygd"	"Växlande arbetskraft"	"Totalt"	9
"2020"	"Umeå östra landsbygd"	"Totalt"	"Totalt"	700
"2020"	"Umeå östra landsbygd"	"I20-området"	"Totalt"	34
"2020"	"Uppgift saknas"	"Berghem"	"Totalt"	0
"2020"	"Uppgift saknas"	"Haga/Sandbacka"	"Totalt"	0
"2020"	"Uppgift saknas"	"Centrala staden"	"Totalt"	1
"2020"	"Uppgift saknas"	"Västerslätt"	"Totalt"	0
"2020"	"Uppgift saknas"	"Ersboda/Ersmark"	"Totalt"	0
"2020"	"Uppgift saknas"	"Backen"	"Totalt"	0
"2020"	"Uppgift saknas"	"Umeå västra landsbygd"	"Totalt"	0
"2020"	"Uppgift saknas"	"Tavelsjö"	"Totalt"	0
"2020"	"Uppgift saknas"	"Teg"	"Totalt"	0
"2020"	"Uppgift saknas"	"Umeå södra landsbygd"	"Totalt"	0
"2020"	"Uppgift saknas"	"Östra stadsdelen"	"Totalt"	0
"2020"	"Uppgift saknas"	"Marieområdet"	"Totalt"	1
"2020"	"Uppgift saknas"	"Universitetsområdet"	"Totalt"	1
"2020"	"Uppgift saknas"	"Tomteboområdet"	"Totalt"	0
"2020"	"Uppgift saknas"	"Holmsund"	"Totalt"	0
"2020"	"Uppgift saknas"	"Hörnefors"	"Totalt"	0
"2020"	"Uppgift saknas"	"Sävar"	"Totalt"	0
"2020"	"Uppgift saknas"	"Holmön"	"Totalt"	0
"2020"	"Uppgift saknas"	"Umeå östra landsbygd"	"Totalt"	0
"2020"	"Uppgift saknas"	"Uppgift saknas"	"Totalt"	0
"2020"	"Uppgift saknas"	"Ospecificerad arbetsplats"	"Totalt"	1
"2020"	"Uppgift saknas"	"Arbetsplatsen saknar NYKO"	"Totalt"	0
"2020"	"Uppgift saknas"	"Växlande arbetskraft"	"Totalt"	0
"2020"	"Uppgift saknas"	"Totalt"	"Totalt"	4
"2020"	"Uppgift saknas"	"I20-området"	"Totalt"	0
"2020"	"Restförda"	"Berghem"	"Totalt"	0
"2020"	"Restförda"	"Haga/Sandbacka"	"Totalt"	0
"2020"	"Restförda"	"Centrala staden"	"Totalt"	0
"2020"	"Restförda"	"Västerslätt"	"Totalt"	0
"2020"	"Restförda"	"Ersboda/Ersmark"	"Totalt"	0
"2020"	"Restförda"	"Backen"	"Totalt"	0
"2020"	"Restförda"	"Umeå västra landsbygd"	"Totalt"	0
"2020"	"Restförda"	"Tavelsjö"	"Totalt"	0
"2020"	"Restförda"	"Teg"	"Totalt"	0
"2020"	"Restförda"	"Umeå södra landsbygd"	"Totalt"	0
"2020"	"Restförda"	"Östra stadsdelen"	"Totalt"	0
