komk,N07015,N00905,N00914,N00920,N00954,N00968,N02937,N02993,N07004,N07805,N07806,N07900,N07908,N07909,N07911,N07910,N07912,U07406,U01803,pt_share,N60404,U85001,U85002,U85420,U85421,U85422,U85427,U85429,Grupp,Huvudgrupp,Kommungrupp,Kommunnamn
884,2.420357,170018,78.891099,18.437863,72.6,19.105691,13.40694421,1140.23,-1363.969386,194.81568601,0.23353506,13.37186648,3544,7046,78.825146,7447,48,54,19.6,0.0263485418354293,32.92100072,1859.757818,24.01573629,41,56,10.54353708,11,77.43913389,C8,C,8,Vimmerby
885,77.596761,164451,78.005309,26.840959,44.2,18.910675,15.64724085,678.65,818.72116,151.58233336,3.92070388,7.44571801,10101,12965,737.451737,17720,50,NA,22.2,0.0368185553775675,32.92100072,1859.757818,24.01573629,41,56,10.54353708,11,77.43913389,C9,C,9,Borgholm
980,439.547944,174936,78.196103,6.577778,58.4,3.748148,18.23870072,3134.05,1172.827627,103.66834002,2.86129117,41.1051519,15677,16782,188.887528,25790,44,47,21.7,0.0393736274016676,15.69902624,NA,NA,39,62,NA,6,NA,C6,C,6,Gotland
1060,137.963106,160549,71.812481,27.386054,79.3,23.568368,33.09987429,389.79,1581.382731,102.50477492,0.66428103,73.5189206,1149,5522,56.890405,6009,47,67,20.5,0.0427645333215417,55.49509624,1036.744634,12.07088415,50,66,12.18224085,10,85.88804441,C7,C,7,Olofström
1080,296.689198,180921,76.699708,10.220915,80.8,16.604504,61.32353364,1042.21,1277.115409,50.53579644,0.5072176,38.42094517,10879,13233,74.242709,15763,44,NA,21.6,0.0361044272334873,55.49509624,1036.744634,12.07088415,50,66,12.18224085,10,85.88804441,C6,C,6,Karlskrona
1081,115.926949,168467,74.94469,30.73608,75.6,16.893639,33.76911334,825.34,1690.072118,86.43983747,3.73367517,31.30603867,4321,9834,101.180438,18426,47,60,22.8,0.0265998870517008,55.49509624,1036.744634,12.07088415,50,66,12.18224085,10,85.88804441,C7,C,7,Ronneby
1082,257.674597,169334,74.975996,21.560327,82.6,21.590565,63.99279692,488.68,1394.250448,50.72379627,1.07192972,24.2125225,5763,9832,53.882067,33368,46,NA,20.3,0.0266587115768016,55.49509624,1036.744634,12.07088415,50,66,12.18224085,10,85.88804441,C6,C,6,Karlshamn
1083,196.011905,169107,75.584763,36.285397,76.6,23.320378,90.6588959,185.31,1598.392857,38.72498797,1.06103768,17.79640861,6248,10878,175.595238,19294,47,64,20,0.0300793138597923,55.49509624,1036.744634,12.07088415,50,66,12.18224085,10,85.88804441,C7,C,7,Sölvesborg
1214,-4.725473,175127,75.192308,61.025641,67.9,25.811966,34.42292796,387.3,920.492049,76.38414236,2.80054316,10.83755003,4936,9250,29.327933,8680,47,55,22.6,0.0486899280099389,122.1067518,1544.370831,21.20661968,54,63,25.42420029,24,72.82494119,B4,B,4,Svalöv
1230,-79.525406,208991,81.07137,74.357521,88.9,25.018896,212.24489796,106.82,1104.225476,18.01405363,4.37304908,12.39684089,11189,18479,4.807692,NA,45,61,14.8,0.0683785718166388,122.1067518,1544.370831,21.20661968,54,63,25.42420029,24,72.82494119,A2,A,2,Staffanstorp
1231,35.993923,175081,68.574446,69.343494,98,62.280188,905.5026455,18.9,752.658642,7.50975131,3.62334499,52.55225199,9159,18287,3.213743,NA,39,57,28.4,0.138118956413125,122.1067518,1544.370831,21.20661968,54,63,25.42420029,24,72.82494119,A2,A,2,Burlöv
1233,24.551128,217947,79.726271,64.705127,90.5,20.77605,237.05911226,142.61,931.316,18.29947859,2.84557939,6.23270758,19631,26832,56.822552,47955,52,NA,13.4,0.0279385342227784,122.1067518,1544.370831,21.20661968,54,63,25.42420029,24,72.82494119,A2,A,2,Vellinge
1256,230.72989,167228,72.222222,44.594116,76.9,19.815668,31.68580424,431.96,1430.846789,97.35137853,2.38324138,7.38644716,871,5404,65.901951,8012,48,NA,22.2,0.0278550513232573,122.1067518,1544.370831,21.20661968,54,63,25.42420029,24,72.82494119,C7,C,7,Östra Göinge
1257,93.028074,163404,71.914063,35.288221,70,29.172932,30.20810515,319.55,914.845126,102.26861812,3.25699527,10.36017388,2318,7371,138.298974,10536,48,NA,25.2,0.0567511418752751,122.1067518,1544.370831,21.20661968,54,63,25.42420029,24,72.82494119,B4,B,4,Örkelljunga
1260,151.611378,166946,69.696227,57.804233,91.8,34.424603,128.39174185,115.28,1476.724546,28.71837259,3.86936525,24.7949442,3013,9516,11.350584,NA,44,NA,26.6,0.0514475745337807,122.1067518,1544.370831,21.20661968,54,63,25.42420029,24,72.82494119,B4,B,4,Bjuv
1261,34.763514,207399,82.026792,66.809605,90.5,23.284734,194.02202412,152.56,885.777027,19.28241526,4.07743831,20.50418453,9152,17845,12.804054,23789,45,62,13.2,0.0387600921391565,122.1067518,1544.370831,21.20661968,54,63,25.42420029,24,72.82494119,A2,A,2,Kävlinge
1262,120.021337,229787,83.820998,74.062739,95.7,32.498087,405.18731988,55.52,1991.28734,12.85437265,4.21864578,25.56853652,18941,26458,7.823613,29685,46,65,10.3,0.0499409340492043,122.1067518,1544.370831,21.20661968,54,63,25.42420029,24,72.82494119,A2,A,2,Lomma
1263,20.730553,203584,82.607143,68.797533,84,35.210689,92.02935107,218.05,1173.568545,32.34675029,2.92436799,29.53660242,10558,18152,7.32546,26674,45,60,15.8,0.0551445375533146,122.1067518,1544.370831,21.20661968,54,63,25.42420029,24,72.82494119,A2,A,2,Svedala
1264,29.417637,182338,75.905624,56.859259,72.8,20.533333,77.61648931,193.58,1275.274542,41.27262847,4.69720688,2.76339676,5613,12398,37.603993,20929,48,NA,21.5,0.0431322564747788,122.1067518,1544.370831,21.20661968,54,63,25.42420029,24,72.82494119,A2,A,2,Skurup
1265,187.48981,171330,77.031312,51.052632,62.2,19.090909,37.38748806,492.17,1131.895006,75.29334493,2.23522897,5.90490798,4066,10097,78.74572,11414,49,55,21.6,0.0516388697818124,122.1067518,1544.370831,21.20661968,54,63,25.42420029,24,72.82494119,B4,B,4,Sjöbo
1266,56.914929,172304,77.034533,48.281887,59.1,27.431567,35.56662931,419.41,1255.346249,75.46764175,2.29566495,2.42270111,6693,10799,81.919957,12314,48,56,21.9,0.0391459254480522,122.1067518,1544.370831,21.20661968,54,63,25.42420029,24,72.82494119,B4,B,4,Hörby
1267,92.472981,185429,79.466976,54.288846,71.3,25.45903,53.76310813,290.85,1495.747266,59.62460627,2.95990561,5.48447245,7903,11262,83.200102,12025,48,NA,20.2,0.0604648778896982,122.1067518,1544.370831,21.20661968,54,63,25.42420029,24,72.82494119,B4,B,4,Höör
1270,-19.238228,166795,74.619581,46.519886,64.4,31.463068,32.55796333,395.94,1089.2871,86.83616725,1.94106167,8.0974478,3599,9063,101.93158,10898,49,NA,23.7,0.0386958356218376,122.1067518,1544.370831,21.20661968,54,63,25.42420029,24,72.82494119,C7,C,7,Tomelilla
1272,670.233463,166378,73.48599,52.621359,83.7,27.92233,75.91384615,162.5,2044.341764,50.92394146,6.35679124,21.58590308,2236,8098,31.047341,8896,46,58,20.9,0.0265324888828788,122.1067518,1544.370831,21.20661968,54,63,25.42420029,24,72.82494119,C7,C,7,Bromölla
1273,117.360182,163308,74.264036,39.231928,75.8,24.548193,22.06198806,576.24,1512.624872,133.13569228,1.61421894,11.94809305,2192,5633,77.401086,10965,49,NA,22.5,0.0164095977164892,122.1067518,1544.370831,21.20661968,54,63,25.42420029,24,72.82494119,C7,C,7,Osby
1275,22.692254,153526,65.91505,38.763198,80.2,38.763198,44.96158206,158.78,1061.072979,66.52825984,3.17927741,53.39627959,1463,6669,35.859364,6333,45,56,29.1,0,122.1067518,1544.370831,21.20661968,54,63,25.42420029,24,72.82494119,B4,B,4,Perstorp
1276,35.536943,160772,69.940672,45.278023,73.7,24.095322,44.65430648,374.32,949.626084,72.18293987,2.51314027,23.13791446,2437,8310,54.561771,10378,47,NA,24.4,0.00737250896730082,122.1067518,1544.370831,21.20661968,54,63,25.42420029,24,72.82494119,B4,B,4,Klippan
1277,39.592684,167637,69.294004,57.237496,91.9,47.532295,161.86293646,92.22,584.578281,24.22069024,3.00785696,41.79407387,2543,10568,14.470423,14865,43,NA,26.4,0.100926665802192,122.1067518,1544.370831,21.20661968,54,63,25.42420029,24,72.82494119,B4,B,4,Åstorp
1278,204.553415,176294,76.617727,38.034865,70.5,38.415214,68.04423471,209.79,1048.056042,56.02300262,0.94222706,16.43099548,12536,21963,320,35739,53,NA,19.1,0.0432928839223455,122.1067518,1544.370831,21.20661968,54,63,25.42420029,24,72.82494119,C9,C,9,Båstad
1280,1105.896599,170677,63.561161,20.74547,99.5,42.076866,1995.24446994,156.87,3189.109056,3.75080933,1.55172926,79.61174516,16702,24300,1.939334,31439,37,NA,33.4,0.109207284929928,122.1067518,1544.370831,21.20661968,54,63,25.42420029,24,72.82494119,A1,A,1,Malmö
1281,321.958859,189555,67.497121,35.69777,94.7,68.566054,267.5163261,427.23,1192.911078,12.84501565,3.29068155,61.93170749,18856,22489,4.576038,17700,40,NA,24.4,0.10408047641825,122.1067518,1544.370831,21.20661968,54,63,25.42420029,24,72.82494119,B3,B,3,Lund
1282,446.846052,166119,65.665872,40.309156,92.7,29.916766,307.05018534,140.28,1206.95099,12.66316444,2.77187439,70.46314904,9395,16921,13.976273,21357,41,NA,28.1,0.0349358140307259,122.1067518,1544.370831,21.20661968,54,63,25.42420029,24,72.82494119,B4,B,4,Landskrona
1283,603.012279,181267,70.006373,23.471434,95.6,34.659012,386.58469231,344.01,2277.714698,9.92491719,3.95188657,65.1659235,13494,21608,5.188399,39840,41,57,23.4,0.0967719133758959,122.1067518,1544.370831,21.20661968,54,63,25.42420029,24,72.82494119,B3,B,3,Helsingborg
1284,34.085473,190180,79.025875,45.871232,89.2,19.368646,166.29541236,150.84,1512.836868,21.93575298,2.74919786,31.77829657,11721,19915,78.336788,30312,49,NA,16,0.0271637155335143,122.1067518,1544.370831,21.20661968,54,63,25.42420029,24,72.82494119,B4,B,4,Höganäs
1285,138.690476,183933,76.681262,51.291667,80.8,28.652778,76.17047678,419.06,890.538847,35.46267807,2.15365464,33.89461735,7684,13280,11.121554,15062,43,NA,20.8,0.100630960432668,122.1067518,1544.370831,21.20661968,54,63,25.42420029,24,72.82494119,B4,B,4,Eslöv
1286,412.255878,183363,79.285534,31.588287,81.5,31.573499,81.7613117,350.08,1028.683227,39.54212193,4.87978787,48.54226386,10262,16753,70.328058,20059,48,NA,16.4,0.0414089310129636,122.1067518,1544.370831,21.20661968,54,63,25.42420029,24,72.82494119,C6,C,6,Ystad
1287,125.872493,178448,75.695607999999993,42.705598,81.6,17.498162,126.03936799,339.87,1140.556061,26.50033873,3.27189338,25.99455808,7978,16861,41.085977,20764,45,NA,21.1,0.0666123438338578,122.1067518,1544.370831,21.20661968,54,63,25.42420029,24,72.82494119,A2,A,2,Trelleborg
1290,254.576652,176670,73.196873,16.735713,82.5,25.759038,65.00220662,1246.25,1226.962436,47.79225424,3.96801513,36.36623286,6334,11465,66.165488,24320,45,NA,22.7,0.0507109866660537,122.1067518,1544.370831,21.20661968,54,63,25.42420029,24,72.82494119,C6,C,6,Kristianstad
1291,96.45929,165202,74.617926,26.225853999999998,69,20.059435,48.42344644,391.36,834.151232,69.66366055,3.08863892,24.62883016,5159,15518,230.752995,26297,52,NA,22.4,0.0616190357182253,122.1067518,1544.370831,21.20661968,54,63,25.42420029,24,72.82494119,C7,C,7,Simrishamn
1292,252.696533,184985,78.627611,36.745182,81.4,30.802998,94.90548969,420.06,1358.500978,34.98791986,3.34539502,30.26391639,9994,17210,38.930417,20765,47,NA,16,0.0368595773551712,122.1067518,1544.370831,21.20661968,54,63,25.42420029,24,72.82494119,B4,B,4,Ängelholm
1293,201.544986,165808,74.084115,26.482323,79.2,19.467384,39.59464892,1268.53,1125.291178,77.66134826,3.03615854,22.62872629,4385,8244,53.079021,8952,47,NA,23.3,0.0436867696595129,122.1067518,1544.370831,21.20661968,54,63,25.42420029,24,72.82494119,C6,C,6,Hässleholm
1315,60.893911,167747,75.019305,29.409006,65.8,23.217636,10.57098765,946.08,687.031297,265.41212909,1.43195094,8.727309,855,4894,109.089091,10089,47,59,21.8,0,52.62899456,1148.259679,19.36102868,47,65,28.56522695,14,59.30778256,B5,B,5,Hylte
1380,372.794524,183087,76.225981,12.274764,90.7,16.052319,92.77311587,1014.13,1446.590281,35.49437654,2.49346004,42.811769,12973,17212,41.845585,33682,44,NA,18.8,0.0310003634768952,52.62899456,1148.259679,19.36102868,47,65,28.56522695,14,59.30778256,B3,B,3,Halmstad
1381,225.964196,170717,76.871615,38.517248,65.6,14.979989,26.63427562,882.96,1174.299443,109.69223642,0.6135123,14.30947,4708,10987,201.343709,19351,49,57,20,0.0275253734404347,52.62899456,1148.259679,19.36102868,47,65,28.56522695,14,59.30778256,B4,B,4,Laholm
1382,118.24775699999999,181083,79.699982,21.592992,74.6,19.851294,37.79635491,1108.89,1047.957626,84.60938796,2.66627418,26.72195569,7442,13477,106.508876,27719,46,58,18.3,0.0564752028735519,52.62899456,1148.259679,19.36102868,47,65,28.56522695,14,59.30778256,C6,C,6,Falkenberg
1383,52.823011,184825,81.621916,21.066374,72.5,15.851312,68.99425585,868.71,1199.095702,45.12583899,2.65284385,45.53450837,18871,18406,81.703817,28747,45,NA,15.2,0.0294713291731454,52.62899456,1148.259679,19.36102868,47,65,28.56522695,14,59.30778256,C6,C,6,Varberg
1384,76.560279,214498,84.985085,47.822043,79.3,19.309668,127.56523316,606.67,909.704096,26.0391884,2.10824275,21.95552555,21576,25589,41.5816,34234,45,55,11,0.0469929968631232,52.62899456,1148.259679,19.36102868,47,65,28.56522695,14,59.30778256,A2,A,2,Kungsbacka
1401,102.68107,218867,83.557216,64.278403,86.3,40.418515,133.93807632,266.78,1774.739729,23.67081874,3.14050349,30.60439404,19551,25306,22.081048,27233,40,NA,12.1,0.0740363094113171,175.2742766,2488.576446,28.40466431,43,53,16.5524735,28,87.61154219,A2,A,2,Härryda
1402,283.785653,211415,80.947307,73.140075,99,36.224663,636.05490058,56.83,1495.283149,6.5845671,2.39874525,60.9608196,18271,26242,2.849476,43618,40,59,14.2,0.0990331038706357,175.2742766,2488.576446,28.40466431,43,53,16.5524735,28,87.61154219,A2,A,2,Partille
1407,76.745666,192370,83.532576,50.182421,97.3,11.442786,488.5003885,25.74,1163.273421,11.02437055,0.13770279,15.94226015,27283,28768,54.716081,40806,45,NA,12.7,0.0520001377790359,175.2742766,2488.576446,28.40466431,43,53,16.5524735,28,87.61154219,A2,A,2,Öckerö
1415,23.905022,201474,83.272674,47.276617,73.7,36.152707,98.97185503,251.91,724.69116,33.39080627,3.09898446,35.32861964,16295,19924,43.759025,22870,43,51,14.1,0.0127571482783594,175.2742766,2488.576446,28.40466431,43,53,16.5524735,28,87.61154219,A2,A,2,Stenungsund
1419,44.385382,190947,82.541656,48.665926,58.9,16.092273,89.92590822,167.36,400.797342,41.12511241,1.1924061,11.39975958,8249,21711,270.631229,28087,45,51,14,0.0133347498697537,175.2742766,2488.576446,28.40466431,43,53,16.5524735,28,87.61154219,C7,C,7,Tjörn
1421,46.421921,177701,80.349899,41.597242,37.3,14.047687,38.90096243,386.52,224.727321,80.0141239,0.26462315,9.22352629,16641,19528,381.284916,25714,47,NA,16.6,0.0319224119182565,175.2742766,2488.576446,28.40466431,43,53,16.5524735,28,87.61154219,C7,C,7,Orust
1427,306.56362,179132,79.89418,21.910955,77.7,23.711856,64.59735186,138.21,1618.167563,51.04556163,0.73019648,24.31712192,17858,26217,440.076165,37070,49,NA,15.7,0.0285594603177838,175.2742766,2488.576446,28.40466431,43,53,16.5524735,28,87.61154219,C9,C,9,Sotenäs
1430,-0.881921,164463,78.314176,43.904633,58.7,24.066577,16.09596063,634.01,342.77315,129.81681793,1.94231222,28.01613856,3615,9095,123.370897,19602,45,48,23.9,0.0928530477448213,175.2742766,2488.576446,28.40466431,43,53,16.5524735,28,87.61154219,C7,C,7,Munkedal
1435,86.645534,172257,77.932707,33.933616,40.8,18.785311,13.41306528,917.24,954.726489,159.40198147,0.51963359,6.02605863,13284,21303,490.449484,33766,46,46,21.7,0.0885248751305789,175.2742766,2488.576446,28.40466431,43,53,16.5524735,28,87.61154219,C9,C,9,Tanum
1438,27.004219,157573,75.540765,22.123016,62.5,20.535714,6.54388823,724.34,866.033755,247.93444473,1.5830779,11.17798796,1605,7837,202.531646,9177,47,NA,27.4,0.0392696292821423,175.2742766,2488.576446,28.40466431,43,53,16.5524735,28,87.61154219,C8,C,8,Dals-Ed
1439,25.460123,165998,75.460487,44.277539,54.5,16.881259,11.0699854,588.98,388.957055,167.67507071,0.6949197,16.43042219,565,5747,111.196319,7846,47,NA,25.4,0.0694010986708681,175.2742766,2488.576446,28.40466431,43,53,16.5524735,28,87.61154219,B4,B,4,Färgelanda
1440,29.20852,194308,80.098535,62.925638,79.5,20.629104,88.53358562,317.1,793.225048,28.89509257,1.1245754,47.02500617,12730,17083,14.141198,13440,40,NA,16.4,0.0720549341976806,175.2742766,2488.576446,28.40466431,43,53,16.5524735,28,87.61154219,A2,A,2,Ale
1441,4.552506,212547,84.687296,62.238342,88.5,18.569948,152.03975098,258.61,1128.538366,21.92466948,2.74574956,17.05678759,16238,20272,18.235459,22544,42,57,12.2,0.100864304407734,175.2742766,2488.576446,28.40466431,43,53,16.5524735,28,87.61154219,A2,A,2,Lerum
1442,23.76864,176246,79.440789,45.919146,49.1,27.078566,25.93764651,426.6,978.761862,94.83162404,0.66002034,14.78189898,3925,11005,41.030276,15176,44,NA,20,0.0594171046163786,175.2742766,2488.576446,28.40466431,43,53,16.5524735,28,87.61154219,C7,C,7,Vårgårda
1443,59.682317,197219,82.011935,64.398658,57.1,23.143268,32.53163114,263.19,819.434712,79.8229555,0.23098442,12.98594848,9460,13364,45.550105,15414,45,59,14.6,0.0696137638090044,175.2742766,2488.576446,28.40466431,43,53,16.5524735,28,87.61154219,A2,A,2,Bollebygd
1444,133.48697,170654,79.370395,51.72144,51.4,22.378717,21.31252834,264.68,1031.909236,107.74155182,0.40816224,13.75576855,1729,7003,41.12746,8244,50,54,18.7,0.052937459016277,175.2742766,2488.576446,28.40466431,43,53,16.5524735,28,87.61154219,B4,B,4,Grästorp
1445,26.392428,167470,78.739612,44.604317,45.5,26.778577,23.4155905,234.63,1016.19949,106.48857328,1.09534807,14.88008721,1190,6295,43.684019,3894,49,NA,20.3,0.0527060435543102,175.2742766,2488.576446,28.40466431,43,53,16.5524735,28,87.61154219,C7,C,7,Essunga
1446,314.932662,169648,80.011792,29.58221,76.7,16.374663,16.64818784,405.87,1410.241231,158.96213882,1.58972768,34.46268657,984,7337,170.489862,12400,50,52,16.3,0,175.2742766,2488.576446,28.40466431,43,53,16.5524735,28,87.61154219,C7,C,7,Karlsborg
1447,-23.143684,155076,70.075188,30.019685,64.8,24.606299,16.57131899,312.89,769.720347,142.43727013,1.13706636,6.57214026,482,4523,182.642237,9650,50,55,26,0,175.2742766,2488.576446,28.40466431,43,53,16.5524735,28,87.61154219,C7,C,7,Gullspång
1452,79.438037,176184,80.770531,33.802817,70,23.86753,15.55573543,741.27,1224.525193,164.69124248,0.99281059,3.70402349,NA,4623,58.104241,11737,47,57,17.5,0.0248151907434561,175.2742766,2488.576446,28.40466431,43,53,16.5524735,28,87.61154219,B5,B,5,Tranemo
1460,9.424084,156780,73.369116,20.152284,68.6,20.812183,10.8162595,882.93,1136.963351,188.99575906,0.72049476,17.84596118,250,6198,177.696335,9051,49,61,27.3,0,175.2742766,2488.576446,28.40466431,43,53,16.5524735,28,87.61154219,C8,C,8,Bengtsfors
1461,254.723347,153806,74.16332,25.684556,55.6,14.457831,17.20588235,516.8,1281.488979,131.81755983,1.1026973900000001,8.18922236,6072,6125,218.061179,12212,49,NA,28,0.0360511879948164,175.2742766,2488.576446,28.40466431,43,53,16.5524735,28,87.61154219,C7,C,7,Mellerud
1462,31.413204,177950,74.608501,50.61772,62.3,22.379103,40.64440502,315.64,1021.279913,62.12093139,1.83358085,20.27155788,4250,10125,64.307428,14609,44,NA,20.3,0.0659341641166146,175.2742766,2488.576446,28.40466431,43,53,16.5524735,28,87.61154219,A2,A,2,Lilla Edet
1463,20.827778,177315,78.21793,35.496931,65,16.912629,36.322841,929.25,1009.925044,75.82545726,0.31364325,14.05374974,7558,10471,48.321630999999996,15790,44,NA,18.8,0.0573751562028877,175.2742766,2488.576446,28.40466431,43,53,16.5524735,28,87.61154219,B4,B,4,Mark
1465,57.481309,169608,76.91458,42.213473,59.9,19.816273,11.1974863,919.76,833.090591,225.68408486,0.49801913,18.06722689,4479,6137,103.213904,12107,49,55,20.8,0.0262876839724061,175.2742766,2488.576446,28.40466431,43,53,16.5524735,28,87.61154219,B4,B,4,Svenljunga
1466,7.871469,165563,76.839127,38.708111,54.5,24.040797,18.63933273,497.55,1101.14298,126.82382715,0.69437497,26.30163511,2847,6794,54.45331,7058,47,NA,20.5,0.03510007141766,175.2742766,2488.576446,28.40466431,43,53,16.5524735,28,87.61154219,B5,B,5,Herrljunga
1470,17.361778,167227,77.410736,32.023121,53.6,25.202312,22.39744013,696.91,1052.790057,113.21963412,0.81108628,9.20308483,2406,5619,42.411429,5622,50,NA,19.9,0.00969759316316233,175.2742766,2488.576446,28.40466431,43,53,16.5524735,28,87.61154219,C7,C,7,Vara
1471,2.225975,171660,77.710145,42.569444,61.3,32.326389,32.20209111,404.57,1169.711391,86.43000414,0.18725815,20.85471395,1441,6933,69.081977,10261,48,NA,19.2,0.090732456579326,175.2742766,2488.576446,28.40466431,43,53,16.5524735,28,87.61154219,C7,C,7,Götene
1472,423.93528,164223,73.745034,41.46789,81,26.100917,48.55736669,221.47,1464.385345,55.36061157,4.4071593,22.58155231,900,6884,63.697229,9828,47,60,21.1,0.0170467470145504,175.2742766,2488.576446,28.40466431,43,53,16.5524735,28,87.61154219,C7,C,7,Tibro
1473,0.55605,163529,74.66443,35.524257,57.6,22.170057,16.68181734,539.03,946.396797,127.81421575,0.5988168,12.80968781,1185,5346,94.63968,8757,49,NA,24.4,0.144532656869236,175.2742766,2488.576446,28.40466431,43,53,16.5524735,28,87.61154219,C7,C,7,Töreboda
1480,1292.717961,189295,71.77871,17.498535,98.9,36.684038,1190.97507593,447.76,1571.126125,4.8989971,1.34733685,77.16722782,26317,27982,5.395006,43536,36,NA,22.7,0.174195764783652,175.2742766,2488.576446,28.40466431,43,53,16.5524735,28,87.61154219,A1,A,1,Göteborg
1481,479.492723,209524,81.167389,61.44547,95.3,77.00507,424.97257268,145.84,1820.516958,9.29599929,2.12312581,53.74621048,19982,26961,6.695924,27403,39,NA,14,0.0682200969257631,175.2742766,2488.576446,28.40466431,43,53,16.5524735,28,87.61154219,A2,A,2,Mölndal
1482,214.847182,198932,83.211175,49.250701,68.9,32.988495,116.13392537,362.59,1052.981548,25.31512363,2.07353571,58.48138291,16204,22812,57.066185,33204,41,NA,13.3,0.048128354022336,175.2742766,2488.576446,28.40466431,43,53,16.5524735,28,87.61154219,A2,A,2,Kungälv
1484,189.574779,172198,77.874934,25.142495,74.6,18.366054,68.93259775,208.45,1495.441576,48.00689411,0.69133789,23.53799139,10955,19117,285.545271,33189,46,NA,18.8,0.00874202458702481,175.2742766,2488.576446,28.40466431,43,53,16.5524735,28,87.61154219,B5,B,5,Lysekil
1485,204.865629,178726,76.396761,25.770123,76.7,29.148725,83.15168812,637.69,1356.171617,33.9144235,0.53446496,39.55263659,8013,15225,67.835926,22648,41,NA,20.2,0.0630599087771408,175.2742766,2488.576446,28.40466431,43,53,16.5524735,28,87.61154219,B5,B,5,Uddevalla
1486,618.269231,184564,74.51992,7.970762,62.3,31.465367,26.69632925,467.48,1550.560897,82.5855895,1.67603343,26.79297447,8419,23802,289.342949,35809,43,NA,27,0.0296813454725144,175.2742766,2488.576446,28.40466431,43,53,16.5524735,28,87.61154219,C9,C,9,Strömstad
1487,476.972892,180364,76.384638,41.528801,79.5,27.967637,58.14376848,642.7,1321.068265,40.7303022,3.07619189,40.06547265,4236,10859,43.886644,13502,44,NA,20.5,0.0670951558760936,175.2742766,2488.576446,28.40466431,43,53,16.5524735,28,87.61154219,B4,B,4,Vänersborg
1488,124.211196,176385,70.529677,26.412227,90.6,40.091193,138.0233239,409.88,934.314956,24.3963622,2.44593632,51.3085906,6061,13734,11.259788,15265,40,NA,23,0.0562740060049527,175.2742766,2488.576446,28.40466431,43,53,16.5524735,28,87.61154219,B3,B,3,Trollhättan
1489,117.998912,185513,79.388174,35.172946,77.7,23.716678,81.81471517,472.03,1451.48761,35.48959901,2.19220265,41.08442219,14013,17421,28.716435,25733,43,59,16.9,0.0411014776708713,175.2742766,2488.576446,28.40466431,43,53,16.5524735,28,87.61154219,A2,A,2,Alingsås
1490,274.862022,180837,75.179005,12.068966,89.6,25.705703,116.49082317,909.9,1386.272937,25.93229949,0.40968663,44.73079308,8298,14083,17.047974,16310,40,58,19.5,0.0783056316938755,175.2742766,2488.576446,28.40466431,43,53,16.5524735,28,87.61154219,B3,B,3,Borås
1491,20.205937,179632,79.774914,32.155009,66.6,11.663516,22.18982429,1046.02,1241.264917,108.55718276,0.99022929,25.72334695,8435,8029,62.513463,11487,47,NA,18.6,0.0393279279552493,175.2742766,2488.576446,28.40466431,43,53,16.5524735,28,87.61154219,B5,B,5,Ulricehamn
1492,164.281626,160154,73.957016,22.668241,79,18.417946,25.41777519,481.12,1224.057568,88.86525317,0.22141748,32.45434444,2733,6358,96.982582,11912,48,NA,25.3,0.0379016076393369,175.2742766,2488.576446,28.40466431,43,53,16.5524735,28,87.61154219,C8,C,8,Åmål
1493,1040.804357,173083,76.25498,28.886719,76.5,19.609375,39.70722781,601.15,1991.453708,65.52372656,2.43448646,32.54258675,3051,9473,55.383326,12776,46,62,20,0.0269328301057419,175.2742766,2488.576446,28.40466431,43,53,16.5524735,28,87.61154219,C6,C,6,Mariestad
1494,65.158536,179075,78.493913,23.582562,75.9,19.426248,55.22347292,695.61,717.446764,47.71054295,2.72812329,60.16000837,4329,13781,48.758265,20585,45,NA,16.3,0.0155007796490132,175.2742766,2488.576446,28.40466431,43,53,16.5524735,28,87.61154219,C6,C,6,Lidköping
1495,598.923574,174618,73.600926,34.574209,74.8,37.518248,43.34538668,428.65,1046.447793,57.42713972,0.51202378,38.27450552,1342,9099,23.627557,10278,46,63,19.5,0.0390258756968038,175.2742766,2488.576446,28.40466431,43,53,16.5524735,28,87.61154219,C7,C,7,Skara
1496,202.463157,184665,76.803003,18.260799,85.2,40.418967,78.46306852,673.68,1229.554097,35.41244246,0.27919437,44.35312374,7959,12568,18.558807,11716,43,58,17.6,0.0402862521264933,175.2742766,2488.576446,28.40466431,43,53,16.5524735,28,87.61154219,C6,C,6,Skövde
1497,127.427598,172034,78.470739,40.819423,73.9,17.248356,29.64247239,297.04,1676.433844,88.67754939,0.10354189,26.57998869,1139,8657,57.921635,8895,50,NA,19.1,0.058659141118964,175.2742766,2488.576446,28.40466431,43,53,16.5524735,28,87.61154219,C7,C,7,Hjo
1498,123.915639,168330,77.287437,31.399074,70.4,12.281951,24.25394742,518.06,990.370076,101.82456498,0.87119827,15.68674315,534,7079,45.602865,6663,47,65,19.9,0.0345449616847887,175.2742766,2488.576446,28.40466431,43,53,16.5524735,28,87.61154219,C7,C,7,Tidaholm
1499,-77.091409,170582,76.538012,24.996463,73,19.366247,30.61111217,1044.98,1025.353257,69.24188333,0.56753252,37.48106539,1640,8052,27.010129,7718,46,55,21.4,0.0652560559712166,175.2742766,2488.576446,28.40466431,43,53,16.5524735,28,87.61154219,C6,C,6,Falköping
